ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Country,host_country
122200,Mirian Tsalkalamanidze,M,29.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,Russia,Italy
122214,Yury Yakovlevich Tsapenko,M,26.0,164.0,59.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,Russia,Austria
122218,Denis Igorevich Tsargush,M,24.0,177.0,74.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,Russia,UK
122222,Svetlana Kaspolatovna Tsarukayeva,F,24.0,162.0,62.0,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Middleweight,Silver,Russia,UK
122267,Tsendiin Damdin,M,23.0,169.0,65.0,Mongolia,MGL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,Silver,Mongolia,USA
122271,Tseng Li-Cheng (Pei-Hua-),F,25.0,168.0,57.0,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Featherweight,Bronze,Taiwan,UK
122272,Bratan Gavrilov Tsenov,M,24.0,156.0,54.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze,Bulgaria,Canada
122274,Valentyna Adamivna Tserbe-Nessina,F,25.0,161.0,53.0,Ukraine,UKR,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze,Ukraine,Norway
122302,"Konstantinos ""Kostas"" Tsiklitiras",M,19.0,189.0,81.0,Greece,GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing High Jump,Silver,Greece,UK
122302,"Konstantinos ""Kostas"" Tsiklitiras",M,19.0,189.0,81.0,Greece,GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing Long Jump,Silver,Greece,UK
122302,"Konstantinos ""Kostas"" Tsiklitiras",M,23.0,189.0,81.0,Greece,GRE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Bronze,Greece,Sweden
122302,"Konstantinos ""Kostas"" Tsiklitiras",M,23.0,189.0,81.0,Greece,GRE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Gold,Greece,Sweden
122305,Valery Antonovich Tsilent,M,26.0,178.0,85.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,Belarus,USA
122307,"Nataliya Valeryevna Tsilinskaya (-Markovnichenko-, -Minashkin)",F,28.0,173.0,73.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Bronze,Belarus,Greece
122309,Davit Tsimak'uridze,M,27.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,Russia,Norway
122321,Irakli Tsirekidze,M,26.0,184.0,90.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,Gold,Georgia,China
122334,Manuchar Tskhadaia,M,27.0,165.0,66.0,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,Georgia,UK
122353,Ivan Nikolov Tsonov,M,22.0,160.0,54.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver,Bulgaria,Canada
122361,Athanasia Tsoumeleka,F,22.0,158.0,47.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Gold,Greece,Greece
122374,Kokichi Tsuburaya,M,24.0,163.0,54.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Bronze,Japan,Austria
122390,Maki Tsukada,F,22.0,170.0,126.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Gold,Japan,Greece
122390,Maki Tsukada,F,26.0,170.0,126.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,Silver,Japan,China
122408,Alla Petrovna Tsuper,F,34.0,153.0,53.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold,Belarus,Russia
122412,Georgy Aleksandrovich Tsurtsumia,M,23.0,195.0,120.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,Kazakhstan,Greece
122415,Shuji Tsurumi,M,22.0,158.0,52.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,Japan,USA
122415,Shuji Tsurumi,M,26.0,158.0,52.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Japan,Austria
122420,Yoshiyuki Tsuruta,M,24.0,,,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Japan,Switzerland
122424,Aleksander Tutelov,M,27.0,184.0,85.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed One Person Dinghy,Silver,Russia,USA
122439,Viktor Serhiyovych Tsybulenko,M,26.0,188.0,92.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Javelin Throw,Bronze,Russia,Italy
122439,Viktor Serhiyovych Tsybulenko,M,30.0,188.0,92.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,Gold,Russia,USA
122445,Oksana Mykolavna Tsyhulova,F,26.0,,,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Women's Individual,Silver,Ukraine,Australia
122464,"Mafaufau Tavito Lio Mafaufau Sanerivi ""David"" Talimatasi ""Tua""",M,19.0,180.0,91.0,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,Bronze,New Zealand,France
122526,Pierre Alexandre Tuffri,M,19.0,,,France,FRA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Triple Jump,Silver,France,Greece
122530,Olaf Karl Tufte,M,28.0,193.0,94.0,Norway,NOR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,Gold,Norway,Greece
122530,Olaf Karl Tufte,M,32.0,193.0,94.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,Gold,Norway,China
122550,Mark Jan Hendrik Tuitert,M,29.0,182.0,83.0,Netherlands,NED,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",Gold,Netherlands,Canada
122563,Rustam Tulaganov,M,24.0,186.0,91.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze,Uzbekistan,Brazil
122584,Derartu Tulu,F,20.0,160.0,45.0,Ethiopia,ETH,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 10,000 metres",Gold,Ethiopia,France
122584,Derartu Tulu,F,28.0,160.0,45.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",Gold,Ethiopia,Australia
122586,Karim Tulyaganov,M,22.0,178.0,71.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Middleweight,Bronze,Uzbekistan,USA
122606,Bodo Tmmler,M,24.0,188.0,72.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",Bronze,Germany,France
122607,Gyrgy Tumpek,M,27.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 200 metres Butterfly,Bronze,Hungary,Italy
122609,Boniface Mucheru Tumuti,M,24.0,175.0,72.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Silver,Kenya,Brazil
122620,Jzsef Tuncsik,M,26.0,167.0,63.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Lightweight,Bronze,Hungary,Austria
122634,Anna Tunnicliffe (-Funk),F,25.0,168.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,Gold,USA,China
122637,Jzsef Tunyogi,M,25.0,,,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,Hungary,USA
122666,Eshetu Tura,M,30.0,179.0,66.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,Ethiopia,USA
122700,Mathieu Turcotte,M,25.0,165.0,68.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze,Canada,USA
122714,Mathieu Turgeon,M,21.0,180.0,84.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Men's Individual,Bronze,Canada,Australia
122726,Lyudmila Ivanovna Turishcheva (-Borzova),F,19.0,160.0,52.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,Bronze,Russia,Japan
122727,Valentina Turisini,F,34.0,167.0,62.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,Italy,Greece
122745,Daulet Bolatovich Turlykhanov,M,24.0,177.0,74.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,Russia,Canada
122745,Daulet Bolatovich Turlykhanov,M,28.0,177.0,74.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,Russia,France
122752,Oswald Graham Noel Turnbull,M,29.0,,,Great Britain-2,GBR,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,Gold,UK,Belgium
122765,Cathy Ann Turner,F,29.0,157.0,53.0,United States,USA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Gold,USA,France
122784,Jason Turner,M,33.0,183.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,USA,China
122813,George Turpin,M,20.0,164.0,54.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Bantamweight,Bronze,UK,Japan
122824,Giordano Turrini,M,26.0,171.0,72.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's Sprint,Silver,Italy,France
122827,Zbigniew Turski,M,40.0,,,Poland,POL,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Gold,Poland,Switzerland
122850,Otar Tushishvili,M,30.0,177.0,66.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,Georgia,China
122864,Hiram Edwin Tuttle,M,49.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Dressage, Individual",Bronze,USA,USA
122873,Kalervo Tuukkanen,M,38.0,,,Finland,FIN,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Silver,Finland,Switzerland
122875,"Vilho Immanuel ""Ville"" Tuulos",M,25.0,183.0,77.0,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Gold,Finland,Belgium
122875,"Vilho Immanuel ""Ville"" Tuulos",M,29.0,183.0,77.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,Bronze,Finland,France
122875,"Vilho Immanuel ""Ville"" Tuulos",M,33.0,183.0,77.0,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Triple Jump,Bronze,Finland,Switzerland
122914,"Elizabeth Kimberly ""Beth"" Tweddle",F,27.0,159.0,52.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,UK,UK
122920,Rebecca Lynne Twigg (-Whitehead-),F,29.0,170.0,57.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze,USA,France
122946,Lucy Tyler-Sharman,F,31.0,177.0,72.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Points Race,Bronze,Australia,USA
122954,Pavlo Yuriyovych Tymoshchenko,M,29.0,192.0,78.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,Ukraine,Brazil
122961,"Aale Maria Tynni (-Pirinen, -Haavio)",F,34.0,,,Finland,FIN,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Gold,Finland,Switzerland
122969,Antti Eerkki Tyrvinen,M,26.0,172.0,68.0,Finland,FIN,1960 Winter,1960,Winter,Squaw Valley,Biathlon,Biathlon Men's 20 kilometres,Silver,Finland,USA
122971,Walter Tysall,M,28.0,157.0,54.0,Great Britain,GBR,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Silver,UK,UK
122974,Tamara Andreyevna Tyshkevich,F,25.0,170.0,116.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Shot Put,Gold,Russia,Italy
122978,Alfred Ernest Tysoe,M,26.0,175.0,70.0,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 800 metres,Gold,UK,France
122981,Kjersti Tysse-Pltzer,F,28.0,173.0,55.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 20 kilometres Walk,Silver,Norway,Australia
122981,Kjersti Tysse-Pltzer,F,36.0,173.0,55.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Silver,Norway,China
122987,Yury Sergeyevich Tyukalov,M,22.0,181.0,77.0,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Single Sculls,Gold,Russia,Norway
122990,Ruslan Samaganovich Tyumenbayev,M,22.0,169.0,60.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Kyrgyzstan,China
123034,Romas Ubartas,M,28.0,203.0,120.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,Silver,Russia,Canada
123034,Romas Ubartas,M,32.0,203.0,120.0,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,Gold,Lithuania,France
123056,Kohei Uchimura,M,19.0,160.0,54.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,Silver,Japan,China
123056,Kohei Uchimura,M,23.0,160.0,54.0,Japan,JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold,Japan,UK
123056,Kohei Uchimura,M,23.0,160.0,54.0,Japan,JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Silver,Japan,UK
123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Gold,Japan,Brazil
123060,Masato Uchishiba,M,26.0,160.0,66.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,Gold,Japan,Greece
123060,Masato Uchishiba,M,30.0,160.0,66.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,Gold,Japan,China
123078,Filip Ude,M,22.0,170.0,68.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Croatia,China
123090,Ivan Vasilyevich Udodov,M,28.0,,56.0,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Bantamweight,Gold,Russia,Norway
123126,Haruki Uemura,M,25.0,174.0,103.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Open Class,Gold,Japan,Austria
123132,Masae Ueno,F,25.0,160.0,70.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Middleweight,Gold,Japan,Greece
123132,Masae Ueno,F,29.0,160.0,70.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Middleweight,Gold,Japan,China
123136,Yoshie Ueno,F,29.0,164.0,63.0,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,Bronze,Japan,UK
123139,Tadao Uesako,M,30.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,Silver,Japan,Norway
123143,Yojiro Uetake,M,21.0,165.0,57.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,Japan,Austria
123143,Yojiro Uetake,M,25.0,165.0,57.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,Japan,France
123154,Yordenis Ugs Hernndez,M,22.0,176.0,60.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,Bronze,Cuba,China
123159,Bertil Gustafsson Uggla,M,21.0,173.0,69.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Pole Vault,Bronze,Sweden,Sweden
123205,Ivan Sergeyevich Ukhov,M,26.0,192.0,67.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Gold,Russia,UK
123209,Pertti Olavi Ukkola,M,25.0,169.0,57.0,Finland,FIN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,Finland,Austria
123223,Denis Ulanov,M,22.0,175.0,85.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,Kazakhstan,Brazil
123249,Torsten Elis Ullman,M,28.0,187.0,88.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,Sweden,Germany
123249,Torsten Elis Ullman,M,28.0,187.0,88.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,Sweden,Germany
123249,Torsten Elis Ullman,M,39.0,187.0,88.0,Sweden,SWE,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,Sweden,Switzerland
123254,Frank Ullrich,M,22.0,185.0,77.0,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,Germany,USA
123256,Jan Ullrich,M,26.0,183.0,73.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Individual Time Trial,Silver,Germany,Australia
123264,Sarah Elizabeth Ulmer,F,28.0,167.0,64.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold,New Zealand,Greece
123275,Thomas Ulrich,M,21.0,184.0,82.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,Bronze,Germany,USA
123279,Detlef Ultsch,M,24.0,170.0,80.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Middleweight,Bronze,Germany,USA
123284,Vegard Ulvang,M,24.0,180.0,73.0,Norway,NOR,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze,Norway,Canada
123284,Vegard Ulvang,M,28.0,180.0,73.0,Norway,NOR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Gold,Norway,France
123284,Vegard Ulvang,M,28.0,180.0,73.0,Norway,NOR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Silver,Norway,France
123288,"Heinrich-Otto ""Heinz"" Ulzheimer",M,26.0,178.0,74.0,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 800 metres,Bronze,Germany,Norway
123290,Murad Mustafayevich Umakhanov,M,23.0,164.0,61.5,Russia,RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,Russia,Australia
123298,Gintautas Ionovich Umaras,M,25.0,187.0,84.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,Russia,Canada
123301,Makhmud Bedalovich Umarov,M,32.0,163.0,73.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,Russia,Italy
123316,Thawee Umponmaha,M,24.0,167.0,63.0,Thailand,THA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,Silver,Thailand,Yugoslavia
123325,Maider Unda Gonzlez de Audicana,F,35.0,176.0,72.0,Spain,ESP,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,Spain,UK
123355,Mikls Ungvri,M,31.0,176.0,76.0,Hungary,HUN,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Lightweight,Silver,Hungary,UK
123357,Lisa Unruh,F,28.0,180.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Silver,Germany,Brazil
123381,Nicole Uphoff-Becker (-Selke),F,21.0,173.0,60.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,Germany,Canada
123406,Rigoberto Urn Urn,M,25.0,171.0,53.0,Colombia,COL,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",Silver,Colombia,UK
123407,Uranchimegiin Mnkh-Erdene,M,30.0,174.0,64.0,Mongolia,MGL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,Bronze,Mongolia,UK
123426,Josef Urban,M,33.0,183.0,,Czechoslovakia,TCH,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Czech Republic,USA
123495,Oktay Urkal,M,26.0,172.0,66.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,Silver,Germany,USA
123499,Aleksey Yevgenyevich Urmanov,M,20.0,179.0,72.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Men's Singles,Gold,Russia,Norway
123501,Diyorbek Urozboyev,M,22.0,172.0,60.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Bronze,Uzbekistan,Brazil
123513,Mara Isabel Urrutia Ocor,F,35.0,170.0,78.0,Colombia,COL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Heavyweight,Gold,Colombia,Australia
123519,Giorgio Ursi,M,22.0,186.0,85.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver,Italy,Austria
123534,Marius Daniel Urzic,M,20.0,163.0,57.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Romania,USA
123534,Marius Daniel Urzic,M,24.0,163.0,57.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,Romania,Australia
123534,Marius Daniel Urzic,M,28.0,163.0,57.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Romania,Greece
123552,Dmitry Arkadyevich Ushakov,M,23.0,177.0,64.0,Russia,RUS,2012 Summer,2012,Summer,London,Trampolining,Trampolining Men's Individual,Silver,Russia,UK
123566,Zhaksylyk Amiraliyevich Ushkempirov,M,29.0,156.0,48.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold,Russia,USA
123572,Oleksandr Oleksandrovych Usik,M,25.0,191.0,91.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Heavyweight,Gold,Ukraine,UK
123586,Maiya Valentinovna Usova (-Orletskaya),F,27.0,160.0,45.0,Unified Team-2,EUN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,Russia,France
123586,Maiya Valentinovna Usova (-Orletskaya),F,29.0,160.0,45.0,Russia-2,RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,Russia,Norway
123611,Jerzy Ustupski,M,25.0,180.0,78.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Double Sculls,Bronze,Poland,Germany
123616,Yevgeny Romanovich Ustyugov,M,24.0,168.0,60.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold,Russia,Canada
123641,Sven Ludvig Utterstrm,M,30.0,,,Sweden,SWE,1932 Winter,1932,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,Gold,Sweden,USA
123647,Peter Utzschneider,M,25.0,182.0,87.0,West Germany-2,FRG,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Two,Gold,Germany,Japan
123671,Jochem Simon Uytdehaage,M,25.0,174.0,70.0,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,Netherlands,USA
123671,Jochem Simon Uytdehaage,M,25.0,174.0,70.0,Netherlands,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 5,000 metres",Gold,Netherlands,USA
123694,Michal Maria Edmondus Michel Vaarten,M,19.0,180.0,82.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,Belgium,Austria
123710,Dorina Vaccaroni,F,20.0,170.0,57.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Women's Foil, Individual",Bronze,Italy,Yugoslavia
123715,Ladislav Vcha,M,29.0,,,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Parallel Bars,Gold,Czech Republic,Switzerland
123734,Svend Vad,M,20.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Lightweight,Bronze,Denmark,Switzerland
